,Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method
914,3986,Slippers,116.0,2022-10-23,1.4,Cash
915,4035,Blouse,110.0,2023-02-22,3.0,Cash
916,3963,Sandals,70.0,2023-09-19,3.5,Cash
917,4059,T-shirt,30.0,2023-05-29,2.1,Cash
918,4115,Umbrella,17.0,2022-12-29,4.1,Cash
919,4013,Trench Coat,35.0,2023-01-11,4.6,Cash
920,4071,Romper,176.0,2023-06-23,3.4,Cash
921,4048,Pants,47.0,2023-05-12,4.7,Cash
922,3980,Wallet,110.0,2023-09-28,3.3,Cash
923,4040,Blouse,130.0,2023-02-15,3.4,Credit Card
924,3971,Pants,45.0,2022-11-03,1.6,Cash
925,4112,Pajamas,130.0,2023-09-01,2.6,Credit Card
926,4121,Sunglasses,11.0,2022-10-08,1.4,Cash
927,4006,Poncho,14.0,2022-10-03,1.4,Cash
928,4106,Sneakers,48.0,2023-08-02,4.9,Cash
929,4091,Sweater,196.0,2023-03-24,3.1,Cash
930,4013,Camisole,118.0,2023-01-26,3.4,Cash
931,4028,Handbag,110.0,2023-06-15,2.2,Cash
932,4007,Swimsuit,87.0,2023-03-23,4.6,Cash
933,3962,Romper,110.0,2023-08-18,3.6,Credit Card
934,3978,Jumpsuit,173.0,2023-03-11,3.5,Cash
935,4094,Boots,127.0,2023-06-05,2.9,Credit Card
936,4071,Umbrella,110.0,2023-02-16,4.4,Cash
937,3979,Loafers,137.0,2022-12-30,1.9,Credit Card
938,4088,Tie,14.0,2022-11-17,4.8,Credit Card
939,4057,Romper,157.0,2023-04-20,1.3,Credit Card
940,4006,Overalls,46.0,2023-02-21,3.1,Cash
941,4082,Hat,10.0,2023-01-30,4.5,Cash
942,4038,Bowtie,71.0,2023-03-15,1.9,Cash
943,4111,Raincoat,57.0,2023-07-31,3.6,Credit Card
944,4111,Overalls,31.0,2023-08-06,4.9,Credit Card
945,4087,Trench Coat,102.0,2022-10-10,3.1,Cash
946,3971,Cardigan,110.0,2022-10-18,4.5,Cash
947,4049,Sneakers,139.0,2023-07-26,1.5,Credit Card
948,4058,Belt,139.0,2023-01-22,3.6,Cash
949,3994,Flannel Shirt,109.0,2023-06-03,4.7,Credit Card
950,4066,Romper,21.0,2023-07-02,3.4,Cash
951,4051,Gloves,105.0,2022-11-10,2.5,Credit Card
952,4055,Blazer,14.0,2023-02-13,3.1,Cash
953,4052,Handbag,27.0,2023-09-11,1.7,Cash
954,3960,Hoodie,197.0,2023-05-08,1.1,Cash
955,4029,Blazer,36.0,2022-10-27,1.6,Cash
956,4045,Tie,198.0,2023-03-07,3.3,Cash
957,4046,Jumpsuit,44.0,2023-06-09,2.4,Cash
958,4035,Leggings,110.0,2023-08-29,4.3,Credit Card
959,4071,Hoodie,174.0,2023-08-23,2.8,Credit Card
960,4100,Handbag,110.0,2023-04-30,3.5,Credit Card
961,3979,Hoodie,128.0,2022-11-19,1.5,Credit Card
962,4012,Jacket,132.0,2023-03-01,4.1,Cash
963,4070,Camisole,44.0,2023-01-23,2.3,Cash
964,4063,Boots,110.0,2023-05-23,2.0,Credit Card
965,4070,Hoodie,127.0,2023-06-17,2.9,Credit Card
966,4030,Coat,110.0,2023-06-26,3.7,Cash
967,3998,Sunglasses,61.0,2023-02-13,2.4,Credit Card
968,4065,Sweater,90.0,2023-02-20,1.3,Cash
969,4063,Hoodie,141.0,2023-01-18,3.6,Credit Card
970,3992,Poncho,149.0,2023-05-24,1.5,Cash
971,4107,Cardigan,19.0,2022-10-28,2.8,Credit Card
972,4110,Sun Hat,58.0,2023-04-22,3.2,Cash
973,3979,Kimono,22.0,2023-04-12,4.5,Credit Card
974,3993,T-shirt,94.0,2022-11-13,2.7,Cash
975,4010,Belt,104.0,2023-07-06,1.3,Credit Card
976,4034,Umbrella,112.0,2023-05-21,3.0,Credit Card
977,4078,Trench Coat,108.0,2023-08-31,4.8,Credit Card
978,4091,Camisole,57.0,2023-03-30,1.8,Cash
979,4042,Blouse,137.0,2023-05-02,1.9,Credit Card
980,3973,Onesie,142.0,2023-02-10,3.1,Cash
981,4108,Kimono,31.0,2023-05-02,2.4,Cash
982,4053,Trench Coat,30.0,2023-05-29,1.6,Cash
983,3979,Umbrella,56.0,2022-12-08,3.1,Credit Card
984,3958,Umbrella,92.0,2023-09-14,2.5,Credit Card
985,4061,Polo Shirt,110.0,2023-04-18,4.8,Cash
986,4120,Tank Top,85.0,2023-01-29,2.5,Cash
987,4026,Shorts,164.0,2023-04-26,1.7,Credit Card
988,4063,Vest,52.0,2023-07-12,3.5,Cash
989,4001,T-shirt,99.0,2022-11-05,4.0,Credit Card
990,4099,Flip-Flops,196.0,2023-04-08,4.8,Credit Card
991,4075,Socks,100.0,2023-09-04,4.4,Credit Card
992,4102,Poncho,121.0,2023-03-03,4.8,Credit Card
993,3992,T-shirt,24.0,2023-09-22,2.2,Credit Card
994,4008,Romper,110.0,2022-11-15,4.9,Cash
995,4004,Belt,103.0,2023-06-24,2.9,Cash
996,4054,Tank Top,183.0,2023-04-10,4.8,Credit Card
997,4031,Polo Shirt,110.0,2023-06-23,2.7,Credit Card
998,4098,Poncho,110.0,2023-08-09,3.2,Credit Card
999,4082,Raincoat,183.0,2023-07-21,4.7,Credit Card
1000,3967,Boots,18.0,2022-10-19,4.8,Cash
1001,4034,Poncho,110.0,2022-11-01,3.0,Cash
1002,4106,Wallet,175.0,2022-12-17,1.6,Credit Card
1003,4034,Flannel Shirt,108.0,2023-05-21,4.1,Cash
1004,4083,Umbrella,18.0,2023-06-02,4.8,Cash
1005,4100,Loafers,183.0,2023-09-23,4.1,Credit Card
1006,4075,Dress,104.0,2022-12-26,2.6,Credit Card
1007,4014,Loafers,29.0,2023-07-24,4.3,Cash
1008,3963,Bowtie,145.0,2022-11-27,2.95,Cash
1009,3957,Coat,90.0,2022-10-07,2.1,Credit Card
1010,3996,Umbrella,73.0,2023-06-23,1.5,Cash
1011,4024,Tunic,16.0,2023-03-08,4.8,Cash
1012,4033,Flannel Shirt,137.0,2023-03-22,2.8,Cash
1013,4120,Gloves,153.0,2022-10-22,4.0,Cash
1014,4119,Hat,110.0,2023-09-24,2.6,Cash
1015,4077,Jacket,190.0,2023-05-22,2.2,Credit Card
1016,3988,Swimsuit,166.0,2023-08-30,3.5,Credit Card
1017,4030,Blouse,135.0,2023-07-16,3.6,Cash
1018,4063,Trench Coat,44.0,2023-04-17,1.5,Credit Card
1019,4002,Raincoat,125.0,2022-10-12,2.8,Credit Card
1020,4082,Sweater,110.0,2023-02-27,3.1500000000000004,Credit Card
1021,4122,Belt,32.0,2023-01-30,4.6,Cash
1022,4019,Kimono,91.0,2023-04-06,2.1,Cash
1023,3964,Pajamas,191.0,2023-04-30,2.5,Credit Card
1024,3987,Coat,110.0,2023-05-09,1.5,Credit Card
1025,4027,Swimsuit,86.0,2022-10-19,3.3,Cash
1026,4083,Shorts,192.0,2023-03-23,3.8,Cash
1027,3974,Trousers,189.0,2022-10-20,4.0,Cash
1028,4110,Umbrella,102.0,2023-01-26,1.4,Credit Card
1029,4049,Boots,41.0,2023-09-28,3.4,Cash
1030,4105,Polo Shirt,45.0,2023-02-05,2.5,Cash
1031,4080,Jumpsuit,136.0,2023-05-17,3.7,Cash
1032,4101,Shorts,110.0,2023-02-15,4.9,Cash
1033,4068,Cardigan,104.0,2023-05-07,3.6,Credit Card
1034,4023,Blazer,151.0,2023-08-01,2.1,Credit Card
1035,4117,Onesie,110.0,2023-06-19,2.1,Cash
1036,4078,Cardigan,26.0,2023-02-04,3.0,Credit Card
1037,3987,Sandals,193.0,2023-01-18,4.3,Credit Card
1038,4052,Scarf,144.0,2022-10-15,1.3,Cash
1039,4088,T-shirt,114.0,2023-04-22,4.2,Credit Card
1040,4104,Poncho,28.0,2023-06-06,3.0,Credit Card
1041,3961,Handbag,110.0,2023-08-28,3.7,Cash
1042,4023,Sunglasses,28.0,2023-05-15,4.1,Credit Card
1043,3998,Vest,184.0,2023-09-07,3.2,Cash
1044,4105,Scarf,42.0,2023-01-18,2.5,Credit Card
1045,3971,Blazer,151.0,2022-10-13,4.7,Credit Card
1046,3994,Backpack,56.0,2023-04-27,3.4,Cash
1047,4038,Trench Coat,43.0,2023-05-31,4.2,Cash
1048,4075,Dress,24.0,2023-09-25,3.3,Credit Card
1049,3991,Overalls,142.0,2022-12-02,4.1,Credit Card
1050,4048,Flip-Flops,110.0,2023-07-09,3.7,Credit Card
1051,3998,Kimono,110.0,2022-12-10,2.7,Credit Card
1052,3970,Sweater,191.0,2023-01-03,4.0,Cash
1053,4026,Raincoat,142.0,2023-01-03,4.2,Credit Card
1054,4049,T-shirt,30.0,2023-05-05,3.3,Credit Card
1055,4064,Flip-Flops,172.0,2023-04-30,4.8,Credit Card
1056,4119,Overalls,80.0,2023-06-02,3.5,Cash
1057,4048,Trousers,110.0,2023-07-23,3.7,Credit Card
1058,3969,Blazer,146.0,2023-08-26,3.1,Cash
1059,4031,Raincoat,110.0,2023-02-22,1.1,Cash
1060,4031,Skirt,161.0,2022-11-12,1.4,Credit Card
1061,4092,T-shirt,49.0,2023-08-12,4.2,Credit Card
1062,4120,Raincoat,110.0,2022-10-10,4.4,Cash
1063,3976,Camisole,164.0,2023-06-21,4.3,Credit Card
1064,4088,Hat,154.0,2023-05-21,4.9,Cash
1065,4006,Vest,110.0,2023-06-19,2.8,Credit Card
1066,4117,Raincoat,30.0,2023-08-29,3.1,Credit Card
1067,4003,T-shirt,110.0,2023-06-18,5.0,Credit Card
1068,3981,Skirt,157.0,2023-05-10,4.2,Cash
1069,4110,Belt,63.0,2023-03-19,4.1,Credit Card
1070,3999,Kimono,116.0,2023-01-21,2.3,Cash
1071,4096,Socks,17.0,2023-06-16,2.4,Credit Card
1072,4039,Hoodie,170.0,2023-03-19,4.4,Credit Card
1073,4037,Flannel Shirt,174.0,2023-09-13,2.3,Credit Card
1074,4034,Trench Coat,133.0,2023-08-04,4.0,Credit Card
1075,4026,Pants,185.0,2022-10-25,1.9,Credit Card
1076,4049,Tie,126.0,2023-04-18,1.4,Cash
1077,3981,Shorts,110.0,2023-05-31,3.6,Cash
1078,4093,Kimono,110.0,2023-01-15,3.0,Cash
1079,4105,T-shirt,133.0,2023-07-22,2.5,Credit Card
1080,4047,Pants,97.0,2023-05-02,3.8,Cash
1081,3993,Jumpsuit,90.0,2023-01-14,4.2,Credit Card
1082,3960,Wallet,91.0,2023-03-06,4.0,Credit Card
1083,3992,Sandals,98.0,2023-09-15,2.3,Credit Card
1084,4089,Gloves,43.0,2022-12-27,3.3,Cash
1085,4029,Onesie,141.0,2023-09-23,3.8,Credit Card
1086,4052,Vest,91.0,2023-06-22,4.0,Cash
1087,4081,Swimsuit,41.0,2023-09-22,2.6,Credit Card
1088,4062,Blazer,73.0,2023-08-14,1.8,Cash
1089,4044,Swimsuit,110.0,2023-06-16,3.0,Cash
1090,3998,Belt,110.0,2023-06-05,4.5,Credit Card
1091,3983,Hat,167.0,2023-04-24,2.1,Credit Card
1092,4012,Polo Shirt,50.0,2022-10-14,3.1,Credit Card
1093,3996,Sneakers,157.0,2023-03-12,4.7,Credit Card
1094,4085,Skirt,58.0,2023-08-24,4.8,Credit Card
1095,4013,Bowtie,137.0,2023-03-16,4.5,Cash
1096,4005,Wallet,129.0,2022-10-13,3.3,Credit Card
1097,4100,Bowtie,88.0,2023-09-10,2.95,Credit Card
1098,4114,Coat,33.0,2023-08-24,2.8,Credit Card
1099,4091,Blouse,139.0,2023-03-05,3.0,Credit Card
1100,4093,Raincoat,71.0,2023-07-21,3.7,Cash
1101,4098,Poncho,100.0,2022-12-11,3.0,Cash
1102,3986,Belt,110.0,2022-12-12,4.9,Cash
1103,4063,T-shirt,162.0,2022-12-01,1.9,Credit Card
1104,4074,Raincoat,177.0,2023-09-22,1.9,Cash
1105,3976,Romper,83.0,2023-05-23,3.4,Credit Card
1106,3986,Socks,37.0,2022-11-01,1.1,Credit Card
1107,3990,Shorts,77.0,2023-02-13,4.4,Credit Card
1108,3961,Socks,113.0,2023-08-29,3.2,Cash
1109,4079,Cardigan,112.0,2023-07-16,2.6,Cash
1110,4046,Dress,110.0,2023-05-06,3.3,Credit Card
1111,4036,Blouse,102.0,2023-09-25,4.6,Cash
1112,4049,Vest,28.0,2022-11-10,4.0,Credit Card
1113,3992,Tie,125.0,2023-07-08,4.9,Cash
1114,4070,Poncho,81.0,2023-04-25,2.1,Cash
1115,4109,Trousers,169.0,2023-09-16,4.6,Credit Card
1116,4090,Dress,40.0,2023-05-16,2.3,Credit Card
1117,4044,Coat,110.0,2022-10-17,4.8,Cash
1118,4001,Wallet,110.0,2023-04-28,4.4,Credit Card
1119,4034,Socks,96.0,2023-04-20,2.0,Credit Card
1120,3964,Onesie,103.0,2023-01-15,1.5,Cash
1121,3987,Wallet,60.0,2023-01-05,4.1,Cash
1122,4013,Sneakers,112.0,2022-11-02,2.9,Credit Card
1123,3989,Shorts,21.0,2022-11-06,4.2,Credit Card
1124,3993,Tie,110.0,2023-04-25,3.9,Credit Card
1125,4015,Kimono,131.0,2022-12-24,3.6,Cash
1126,4035,Sun Hat,48.0,2023-07-24,4.9,Credit Card
1127,3989,Kimono,141.0,2023-09-13,3.3,Credit Card
1128,4010,Umbrella,110.0,2022-10-09,3.1,Credit Card
1129,3990,Romper,91.0,2023-06-01,3.0,Cash
1130,3977,Blouse,110.0,2023-01-08,4.8,Credit Card
1131,4065,Leggings,199.0,2023-07-26,3.2,Credit Card
1132,3985,Tunic,161.0,2023-07-26,1.2,Cash
1133,3976,Tunic,140.0,2022-12-31,4.5,Credit Card
1134,3961,Jumpsuit,191.0,2023-06-19,3.7,Cash
1135,4080,Vest,131.0,2023-08-13,2.9,Credit Card
1136,4067,Trench Coat,104.0,2022-11-12,3.3,Credit Card
1137,3967,Camisole,38.0,2023-09-11,3.9,Credit Card
1138,4007,Poncho,159.0,2023-07-19,3.0,Cash
1139,3984,Pajamas,195.0,2023-07-03,4.8,Cash
1140,3965,Blouse,171.0,2022-12-22,1.9,Cash
1141,4088,Shorts,110.0,2023-06-10,3.2,Cash
1142,4108,Skirt,177.0,2022-12-02,2.3,Cash
1143,3972,Jeans,158.0,2023-07-16,4.5,Cash
1144,4077,Blouse,194.0,2022-12-19,1.6,Credit Card
1145,3987,Pants,110.0,2023-05-04,3.7,Cash
1146,4021,Raincoat,144.0,2023-09-26,1.0,Cash
1147,3968,Trench Coat,168.0,2023-03-16,3.8,Cash
1148,3973,T-shirt,107.0,2023-01-14,1.5,Credit Card
1149,4034,Jumpsuit,110.0,2023-01-29,3.5,Credit Card
1150,3959,Umbrella,18.0,2023-05-27,3.9,Credit Card
1151,3981,Boots,189.0,2022-11-17,2.0,Credit Card
1152,3988,Sweater,110.0,2023-05-24,4.0,Credit Card
1153,4111,Umbrella,110.0,2022-10-05,1.7,Credit Card
1154,4009,Trousers,48.0,2023-07-02,3.0,Credit Card
1155,4107,Belt,62.0,2023-05-06,1.4,Credit Card
1156,4008,Loafers,166.0,2023-03-08,3.3,Credit Card
1157,4004,Poncho,198.0,2023-08-10,2.5,Cash
1158,4046,T-shirt,190.0,2023-02-13,3.8,Cash
1159,3964,Belt,110.0,2022-12-28,2.4,Credit Card
1160,3980,Onesie,93.0,2023-04-27,3.1,Cash
1161,3994,Cardigan,132.0,2023-07-29,3.8,Credit Card
1162,4028,Cardigan,90.0,2023-02-28,3.0,Credit Card
1163,4105,Kimono,127.0,2022-12-21,2.6,Credit Card
1164,4046,Hoodie,97.0,2022-10-17,4.9,Cash
1165,4047,Tunic,183.0,2023-01-15,2.4,Cash
1166,3998,Belt,194.0,2023-09-23,3.1,Credit Card
1167,4085,Boots,187.0,2023-07-31,3.4,Cash
1168,4113,Flip-Flops,133.0,2023-07-03,4.9,Credit Card
1169,4018,Pants,110.0,2023-09-18,3.1,Cash
1170,4086,Camisole,152.0,2023-09-07,1.7,Credit Card
1171,4102,Trench Coat,86.0,2023-01-30,3.1,Cash
1172,3974,Hat,190.0,2022-11-15,2.6,Credit Card
1173,3982,Boots,190.0,2023-09-12,1.1,Cash
1174,4105,Sneakers,132.0,2023-01-31,3.3,Credit Card
1175,3960,Jumpsuit,194.0,2023-03-18,4.8,Cash
1176,4092,Shorts,41.0,2023-03-05,3.5,Credit Card
1177,4012,Sandals,149.0,2023-09-18,1.9,Credit Card
1178,4006,Tank Top,111.0,2023-08-25,4.5,Credit Card
1179,4029,Boots,47.0,2023-08-05,3.4,Credit Card
1180,4000,Wallet,83.0,2023-09-21,4.6,Cash
1181,4094,Belt,30.0,2022-10-11,4.5,Cash
1182,3958,Socks,123.0,2022-11-28,1.6,Cash
1183,3982,Onesie,132.0,2023-02-23,1.1,Cash
1184,4011,Romper,147.0,2023-04-03,3.4,Credit Card
1185,4086,Skirt,153.0,2023-07-18,4.8,Credit Card
1186,4078,Tank Top,45.0,2023-08-10,4.2,Credit Card
1187,4050,Camisole,110.0,2023-05-04,2.2,Cash
1188,4107,Trench Coat,71.0,2023-05-20,1.7,Cash
1189,4004,Flip-Flops,181.0,2022-10-15,4.6,Credit Card
1190,4069,Hat,67.0,2023-04-14,3.4,Cash
1191,3984,Socks,23.0,2023-08-04,4.7,Credit Card
1192,4003,Slippers,110.0,2023-01-01,4.7,Cash
1193,4047,Handbag,130.0,2022-11-03,2.6,Credit Card
1194,4054,Handbag,110.0,2023-08-13,1.5,Credit Card
1195,4065,Pants,11.0,2023-03-25,2.4,Credit Card
1196,4011,Gloves,50.0,2023-07-04,2.0,Credit Card
1197,4088,Shorts,131.0,2023-05-14,1.8,Cash
1198,4015,Blouse,61.0,2023-01-07,2.4,Credit Card
1199,4061,Vest,83.0,2022-10-03,4.7,Cash
1200,3985,Dress,175.0,2023-04-08,4.6,Credit Card
1201,4037,Sneakers,110.0,2023-02-11,4.4,Cash
1202,3988,Socks,176.0,2023-08-08,2.4,Cash
1203,4076,Pants,146.0,2023-06-30,3.7,Credit Card
1204,3985,Belt,19.0,2022-12-24,3.1,Cash
1205,4090,Jeans,54.0,2023-02-18,3.1,Cash
1206,3991,Flip-Flops,55.0,2023-01-28,3.2,Cash
1207,4083,Socks,19.0,2023-07-16,2.3,Credit Card
1208,4049,Hoodie,111.0,2023-06-21,1.8,Cash
1209,4030,Sweater,57.0,2023-02-21,2.7,Cash
1210,4099,Pajamas,84.0,2023-09-04,1.3,Cash
1211,3967,Tie,12.0,2023-02-04,3.1,Credit Card
1212,3978,Flannel Shirt,164.0,2022-10-29,3.2,Cash
1213,4040,Blazer,110.0,2023-09-24,2.2,Cash
1214,4083,Tank Top,82.0,2022-12-16,4.1,Cash
1215,3986,Handbag,174.0,2023-09-22,3.8,Credit Card
1216,4055,Gloves,136.0,2023-09-14,1.2,Credit Card
1217,4029,Gloves,44.0,2022-11-09,2.2,Credit Card
1218,4073,Trousers,129.0,2023-05-28,4.6,Cash
1219,4110,Belt,38.0,2023-07-04,3.6,Credit Card
1220,4036,Onesie,197.0,2022-11-28,3.1,Cash
1221,4070,Sweater,75.0,2023-05-02,3.1500000000000004,Cash
1222,4014,Trench Coat,13.0,2023-05-31,1.8,Credit Card
1223,4098,Belt,85.0,2023-06-16,1.2,Credit Card
1224,4061,Backpack,59.0,2022-10-04,4.5,Cash
1225,4031,Sweater,110.0,2023-04-17,3.1,Cash
1226,4066,Blazer,113.0,2023-08-22,2.5,Cash
1227,4005,Shorts,141.0,2023-04-12,4.6,Cash
1228,3974,Sneakers,112.0,2023-08-26,2.9,Credit Card
1229,4078,Swimsuit,57.0,2023-02-17,4.6,Credit Card
1230,4051,Sneakers,132.0,2023-09-06,1.3,Cash
1231,4002,Raincoat,73.0,2023-01-23,1.8,Credit Card
1232,3960,Romper,110.0,2023-09-14,1.1,Cash
1233,4082,Tie,124.0,2022-11-29,1.8,Cash
1234,3983,Boots,94.0,2023-03-26,4.7,Cash
1235,4058,Leggings,195.0,2023-08-28,2.6500000000000004,Cash
1236,4069,Sweater,76.0,2023-06-29,4.3,Credit Card
1237,4090,Hat,187.0,2023-07-25,4.9,Credit Card
1238,3978,Dress,180.0,2022-10-28,4.3,Cash
1239,3987,T-shirt,110.0,2022-11-23,4.4,Credit Card
1240,3993,Sweater,113.0,2023-04-14,3.1500000000000004,Credit Card
1241,4058,Wallet,190.0,2023-08-31,2.0,Credit Card
1242,4059,Poncho,186.0,2023-02-08,4.5,Cash
1243,4108,Leggings,110.0,2023-07-26,3.3,Credit Card
1244,3983,Scarf,85.0,2023-09-03,3.5,Cash
1245,4000,Cardigan,66.0,2022-12-13,4.5,Credit Card
1246,3973,Onesie,44.0,2023-09-01,2.1,Credit Card
1247,4050,Sneakers,126.0,2023-06-20,2.7,Credit Card
1248,4007,Loafers,165.0,2022-11-18,2.1,Cash
1249,4043,Skirt,189.0,2023-03-19,4.3,Credit Card
1250,4008,Belt,130.0,2022-10-02,3.4,Credit Card
1251,4109,Hat,180.0,2023-01-12,2.6,Credit Card
1252,4060,Sandals,73.0,2023-05-19,2.8,Credit Card
1253,3988,Kimono,162.0,2022-10-25,1.9,Cash
1254,4016,Swimsuit,30.0,2022-11-29,1.5,Credit Card
1255,4065,Trousers,145.0,2023-06-02,3.0,Credit Card
1256,4084,Blazer,29.0,2022-10-29,2.3,Credit Card
1257,4028,Shorts,38.0,2023-08-04,2.0,Cash
1258,4105,Skirt,110.0,2022-12-20,4.7,Cash
1259,4108,Wallet,139.0,2023-05-01,3.1,Cash
1260,4026,T-shirt,147.0,2023-08-20,3.3,Cash
1261,4121,Umbrella,110.0,2023-03-03,1.5,Cash
1262,4059,Sun Hat,143.0,2022-10-23,4.5,Credit Card
1263,4048,Jumpsuit,184.0,2023-05-18,3.2,Cash
1264,4078,Blouse,159.0,2022-10-26,1.5,Credit Card
1265,4111,Trousers,140.0,2023-01-14,2.9,Credit Card
1266,4060,Swimsuit,24.0,2022-10-17,1.9,Credit Card
1267,4081,Poncho,141.0,2023-06-21,1.7,Cash
1268,4087,Swimsuit,154.0,2023-08-20,4.2,Cash
1269,4028,Poncho,110.0,2023-07-05,3.5,Cash
1270,3994,Jumpsuit,88.0,2022-10-18,1.6,Credit Card
1271,4073,Slippers,111.0,2023-06-24,1.2,Credit Card
1272,3984,Flannel Shirt,10.0,2023-08-25,4.1,Credit Card
1273,3988,Loafers,158.0,2022-11-04,1.8,Credit Card
1274,4021,Swimsuit,110.0,2023-05-22,3.3,Cash
1275,4082,Boots,189.0,2022-12-22,2.4,Cash
1276,4084,Backpack,110.0,2023-04-25,4.7,Credit Card
1277,4016,Sneakers,27.0,2022-12-17,1.8,Cash
1278,4117,Scarf,130.0,2023-06-29,2.6,Cash
1279,3991,Slippers,110.0,2022-12-25,2.2,Cash
1280,3964,Pajamas,44.0,2023-08-05,2.6,Cash
1281,3982,Hoodie,196.0,2023-05-02,1.8,Cash
1282,3970,Skirt,117.0,2023-07-10,2.8,Credit Card
1283,3974,Blouse,107.0,2022-12-30,1.3,Credit Card
1284,4084,Handbag,106.0,2023-08-31,3.1,Cash
1285,3963,Poncho,184.0,2023-03-02,1.6,Credit Card
1286,4002,Loafers,148.0,2023-03-04,1.2,Credit Card
1287,4054,Shorts,110.0,2023-06-28,2.6,Credit Card
1288,4111,Dress,40.0,2023-03-18,3.5,Cash
1289,4040,Slippers,110.0,2022-10-17,4.7,Cash
1290,3996,Backpack,145.0,2023-09-05,1.6,Cash
1291,4034,Socks,110.0,2022-10-11,1.9,Credit Card
1292,4116,Socks,10.0,2023-05-24,3.3,Credit Card
1293,4116,Romper,86.0,2022-12-16,4.1,Cash
1294,3981,Bowtie,194.0,2023-06-23,1.9,Credit Card
1295,3976,Skirt,146.0,2023-06-18,3.3,Credit Card
1296,4090,Jacket,68.0,2023-09-04,2.3,Credit Card
1297,4083,Polo Shirt,98.0,2023-07-25,4.6,Credit Card
1298,4076,Flip-Flops,110.0,2023-03-24,3.6,Credit Card
1299,4008,Trousers,110.0,2023-07-18,3.5,Credit Card
1300,4032,Blazer,38.0,2023-01-04,4.0,Credit Card
1301,4084,Camisole,110.0,2023-08-26,3.5,Credit Card
1302,4082,Onesie,167.0,2023-08-29,5.0,Cash
1303,4086,Tunic,14.0,2023-05-29,4.7,Credit Card
1304,4023,Socks,27.0,2023-08-21,3.1,Cash
1305,4095,Polo Shirt,110.0,2023-02-20,1.6,Cash
1306,4044,Camisole,110.0,2022-11-16,1.7,Cash
1307,4095,Pants,190.0,2022-11-09,5.0,Cash
1308,4096,Dress,72.0,2023-05-04,2.5,Cash
1309,3961,Blouse,112.0,2023-07-05,3.0,Cash
1310,3965,Socks,148.0,2022-10-03,1.6,Cash
1311,4067,Tie,24.0,2023-05-06,3.8,Cash
1312,3987,Sun Hat,110.0,2023-08-01,1.9,Credit Card
1313,4055,Romper,69.0,2023-09-17,4.4,Credit Card
1314,4072,Sandals,197.0,2022-11-28,4.8,Credit Card
1315,4037,Tunic,157.0,2023-08-05,2.7,Credit Card
1316,4053,Sun Hat,182.0,2023-04-17,2.8,Cash
1317,4070,Raincoat,70.0,2022-11-27,2.5,Cash
1318,4074,Swimsuit,46.0,2022-12-28,2.6,Cash
1319,3966,Bowtie,143.0,2023-05-31,1.8,Cash
1320,3965,Handbag,86.0,2023-04-27,1.8,Cash
1321,4002,Romper,152.0,2023-04-20,4.5,Cash
1322,4099,Shorts,198.0,2022-12-08,3.5,Cash
1323,4034,Belt,170.0,2022-10-09,3.2,Cash
1324,3999,Jacket,152.0,2023-07-14,2.6,Cash
1325,4082,Onesie,98.0,2022-10-18,1.9,Cash
1326,4067,Tie,181.0,2023-06-30,1.4,Cash
1327,3991,Flannel Shirt,144.0,2022-12-09,2.2,Cash
1328,4036,Trench Coat,116.0,2022-10-10,4.1,Credit Card
1329,4056,Jeans,86.0,2023-02-01,1.2,Cash
1330,4081,Coat,147.0,2023-08-17,3.2,Credit Card
1331,3985,Loafers,67.0,2022-12-02,2.5,Cash
1332,4102,Sneakers,191.0,2023-05-23,1.7,Cash
1333,4082,Tank Top,110.0,2022-10-31,3.8,Cash
1334,4098,Blouse,24.0,2023-08-23,3.7,Credit Card
1335,4095,Cardigan,116.0,2022-12-30,4.0,Cash
1336,4103,Dress,44.0,2023-05-05,1.6,Cash
1337,4077,Sunglasses,75.0,2023-01-09,4.1,Credit Card
1338,4078,Sweater,175.0,2023-09-11,2.6,Credit Card
1339,4100,Tank Top,110.0,2023-02-14,4.5,Cash
1340,3997,Socks,104.0,2023-02-22,4.7,Credit Card
1341,4086,Poncho,110.0,2023-02-16,4.7,Cash
1342,3971,Vest,58.0,2023-01-21,3.9,Cash
1343,4057,Kimono,110.0,2023-03-17,3.7,Credit Card
1344,4024,Umbrella,164.0,2023-08-02,1.3,Cash
1345,4083,Polo Shirt,28.0,2023-04-15,2.7,Credit Card
1346,4108,Trench Coat,110.0,2023-08-20,1.2,Credit Card
1347,4053,Jacket,195.0,2023-08-31,2.3,Cash
1348,4114,Coat,65.0,2023-01-04,1.8,Cash
1349,4047,Bowtie,95.0,2023-08-26,1.9,Cash
1350,4029,Tunic,13.0,2023-02-08,2.5,Credit Card
1351,4039,Trench Coat,58.0,2023-03-22,3.3,Cash
1352,3972,Pajamas,40.0,2023-06-26,2.9,Cash
1353,3964,Sun Hat,132.0,2023-09-15,2.2,Credit Card
1354,4108,Jumpsuit,188.0,2023-06-07,3.2,Credit Card
1355,3968,Pajamas,62.0,2022-10-05,1.6,Cash
1356,3989,Vest,71.0,2022-11-12,3.1,Credit Card
1357,4050,Loafers,82.0,2023-01-01,1.6,Cash
1358,4046,Sneakers,146.0,2022-10-07,2.9,Credit Card
1359,4106,Scarf,88.0,2023-03-02,3.8,Cash
1360,3963,Hat,141.0,2023-09-05,4.9,Credit Card
